source_file,species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
2,Bacillus vallismortis,NA,150,NA,NA,NA,NA,NA
2,Bacillus inaquosorum,NA,166,NA,NA,NA,NA,NA
2,Bacillus halotolerans,NA,80,NA,NA,NA,NA,NA
2,Bacillus mojavensis,NA,21,NA,NA,NA,NA,NA
2,Bacillus stercoris,NA,108,NA,NA,NA,NA,NA
2,Bacillus atrophaeus,NA,30,NA,NA,NA,NA,NA
2,Bacillus tequilensis,NA,40,NA,NA,NA,NA,NA
2,Bacillus paralicheniformis,NA,5,NA,NA,NA,NA,NA
2,Bacillus licheniformis,NA,34,NA,NA,NA,NA,NA
2,Bacillus anthracis,NA,271,NA,NA,NA,NA,NA
2,Bacillus thuringiensis,NA,20,NA,NA,NA,NA,NA
2,Bacillus cytotoxicus,NA,1,NA,NA,NA,NA,NA
2,Bacillus toyonensis,NA,2,NA,NA,NA,NA,NA
2,Bacillus mycoides,NA,1,NA,NA,NA,NA,NA
2,Bacillus cereus,NA,5,NA,NA,NA,NA,NA
2,Bacillus sp. wens01,NA,18,NA,NA,NA,NA,NA
2,Bacillus sp. JS,NA,11,NA,NA,NA,NA,NA
2,Bacillus sp. MD-5,NA,9,NA,NA,NA,NA,NA
2,Bacillus sp. MBGLi79,NA,11,NA,NA,NA,NA,NA
2,Bacillus sp. FSL K6-0993,NA,15,NA,NA,NA,NA,NA
2,Bacillus sp. FSL M8-0071,NA,28,NA,NA,NA,NA,NA
2,Bacillus sp. UEB-S,NA,76,NA,NA,NA,NA,NA
2,Bacillus sp. (in: firmicutes),NA,20,NA,NA,NA,NA,NA
2,Bacillus sp. PS196,NA,13,NA,NA,NA,NA,NA
2,Bacillus sp. JNUCC-21,NA,11,NA,NA,NA,NA,NA
2,Bacillus sp. FSL K6-1012,NA,6,NA,NA,NA,NA,NA
2,Bacillus sp. PS108,NA,11,NA,NA,NA,NA,NA
2,Bacillus sp. YBsi01,NA,2,NA,NA,NA,NA,NA
2,Bacillus sp. FSL R5-0560,NA,2,NA,NA,NA,NA,NA
2,Bacillus sp. LJBS06,NA,5,NA,NA,NA,NA,NA
2,Bacillus sp. Cs-700,NA,1,NA,NA,NA,NA,NA
2,Bacillus sp. FSL R5-0416,NA,11,NA,NA,NA,NA,NA
2,Bacillus sp. FSL R5-0523,NA,3,NA,NA,NA,NA,NA
2,Bacillus rugosus,NA,64,NA,NA,NA,NA,NA
2,Bacillus cabrialesii,NA,31,NA,NA,NA,NA,NA
2,Bacillus pumilus,NA,6,NA,NA,NA,NA,NA
2,Bacillus methanolicus,NA,1,NA,NA,NA,NA,NA
2,Bacillus safensis,NA,3,NA,NA,NA,NA,NA
2,Bacillus glycinifermentans,NA,1,NA,NA,NA,NA,NA
2,Bacillus swezeyi,NA,1,NA,NA,NA,NA,NA
2,Bacillus fonticola,NA,1,NA,NA,NA,NA,NA
2,Bacillus maqinnsis,NA,1,NA,NA,NA,NA,NA
2,Neobacillus sp. PS3-12,NA,2,NA,NA,NA,NA,NA
2,Neobacillus drentensis,NA,1,NA,NA,NA,NA,NA
2,Cytobacillus firmus,NA,2,NA,NA,NA,NA,NA
2,Cytobacillus gottheilii,NA,1,NA,NA,NA,NA,NA
2,Priestia filamentosa,NA,1,NA,NA,NA,NA,NA
2,Priestia aryabhattai,NA,1,NA,NA,NA,NA,NA
2,Peribacillus asahii,NA,2,NA,NA,NA,NA,NA
2,Radiobacillus kanasensis,NA,1,NA,NA,NA,NA,NA
2,Radiobacillus deserti,NA,1,NA,NA,NA,NA,NA
2,Psychrobacillus sp. L4,NA,2,NA,NA,NA,NA,NA
2,Virgibacillus pantothenticus,NA,1,NA,NA,NA,NA,NA
2,Halalkalibacterium halodurans,NA,1,NA,NA,NA,NA,NA
2,Alkalihalophilus pseudofirmus,NA,1,NA,NA,NA,NA,NA
2,Pseudalkalibacillus hwajinpoensis,NA,1,NA,NA,NA,NA,NA
2,Ornithinibacillus sp. 4-3,NA,1,NA,NA,NA,NA,NA
2,Mesobacillus sp. AQ2,NA,1,NA,NA,NA,NA,NA
2,Anaerobacillus isosaccharinicus,NA,1,NA,NA,NA,NA,NA
2,Paraliobacillus zengyii,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus aureus,NA,21471,NA,NA,NA,NA,NA
2,uncultured Staphylococcus sp.,NA,32,NA,NA,NA,NA,NA
2,Staphylococcus argenteus,NA,21,NA,NA,NA,NA,NA
2,Staphylococcus pseudintermedius,NA,11,NA,NA,NA,NA,NA
2,Staphylococcus delphini,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus schweitzeri,NA,13,NA,NA,NA,NA,NA
2,Staphylococcus epidermidis,NA,7,NA,NA,NA,NA,NA
2,Staphylococcus saprophyticus,NA,6,NA,NA,NA,NA,NA
2,Staphylococcus simiae,NA,6,NA,NA,NA,NA,NA
2,Staphylococcus caprae,NA,4,NA,NA,NA,NA,NA
2,Staphylococcus capitis,NA,4,NA,NA,NA,NA,NA
2,Staphylococcus saccharolyticus,NA,4,NA,NA,NA,NA,NA
2,Staphylococcus haemolyticus,NA,4,NA,NA,NA,NA,NA
2,Staphylococcus hominis,NA,3,NA,NA,NA,NA,NA
2,Staphylococcus pasteuri,NA,3,NA,NA,NA,NA,NA
2,Staphylococcus simulans,NA,3,NA,NA,NA,NA,NA
2,Staphylococcus sp. S9,NA,2,NA,NA,NA,NA,NA
2,Staphylococcus piscifermentans,NA,2,NA,NA,NA,NA,NA
2,Staphylococcus chromogenes,NA,2,NA,NA,NA,NA,NA
2,Staphylococcus warneri,NA,2,NA,NA,NA,NA,NA
2,Staphylococcus gallinarum,NA,2,NA,NA,NA,NA,NA
2,Staphylococcus equorum,NA,5,NA,NA,NA,NA,NA
2,Staphylococcus lugdunensis,NA,2,NA,NA,NA,NA,NA
2,Staphylococcus devriesei,NA,2,NA,NA,NA,NA,NA
2,Staphylococcus muscae,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus felis,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus shinii,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus ratti,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus lloydii,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus arlettae,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus casei,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus pseudoxylosus,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus agnetis,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus hyicus,NA,1,NA,NA,NA,NA,NA
2,Staphylococcus massiliensis,NA,1,NA,NA,NA,NA,NA
2,Macrococcoides caseolyticum,NA,4,NA,NA,NA,NA,NA
2,Mammaliicoccus sp. Marseille-Q6498,NA,1,NA,NA,NA,NA,NA
2,Mammaliicoccus stepanovicii,NA,1,NA,NA,NA,NA,NA
2,Mammaliicoccus sciuri,NA,1,NA,NA,NA,NA,NA
2,Listeria monocytogenes,NA,20436,NA,NA,NA,NA,NA
2,Listeria sp.,NA,6,NA,NA,NA,NA,NA
2,Listeria sp. LM90SB2,NA,443,NA,NA,NA,NA,NA
2,Listeria sp. PSOL-1,NA,1,NA,NA,NA,NA,NA
2,Listeria innocua,NA,119,NA,NA,NA,NA,NA
2,Listeria swaminathanii,NA,34,NA,NA,NA,NA,NA
2,Listeria welshimeri,NA,32,NA,NA,NA,NA,NA
2,Listeria seeligeri,NA,18,NA,NA,NA,NA,NA
2,Listeria ivanovii,NA,16,NA,NA,NA,NA,NA
2,Listeria newyorkensis,NA,3,NA,NA,NA,NA,NA
2,Listeria weihenstephanensis,NA,3,NA,NA,NA,NA,NA
2,Paenibacillus sp. FSL W8-0194,NA,13,NA,NA,NA,NA,NA
2,Paenibacillus sp. FSL H8-0537,NA,1,NA,NA,NA,NA,NA
2,Paenibacillus sp. WG02,NA,1,NA,NA,NA,NA,NA
2,Paenibacillus sp. P36,NA,1,NA,NA,NA,NA,NA
2,Paenibacillus amylolyticus,NA,1,NA,NA,NA,NA,NA
2,Sporosarcina ureilytica,NA,1,NA,NA,NA,NA,NA
2,Sporosarcina jeotgali,NA,1,NA,NA,NA,NA,NA
2,Ureibacillus chungkukjangi,NA,1,NA,NA,NA,NA,NA
2,Solibacillus sp. R5-41,NA,1,NA,NA,NA,NA,NA
2,Paenisporosarcina sp. FSL H8-0542,NA,1,NA,NA,NA,NA,NA
2,Geobacillus stearothermophilus,NA,4,NA,NA,NA,NA,NA
2,Alicyclobacillus sp. SO9,NA,1,NA,NA,NA,NA,NA
2,Enterococcus faecalis,NA,31192,NA,NA,NA,NA,NA
2,Enterococcus sp. 9D6_DIV0238,NA,9,NA,NA,NA,NA,NA
2,Enterococcus sp. 9E7_DIV0242,NA,3,NA,NA,NA,NA,NA
2,Enterococcus sp. DIV0212c,NA,2,NA,NA,NA,NA,NA
2,Enterococcus sp. 7F3_DIV0205,NA,2,NA,NA,NA,NA,NA
2,Enterococcus sp. DIV2402,NA,2,NA,NA,NA,NA,NA
2,Enterococcus sp. FZMF,NA,4,NA,NA,NA,NA,NA
2,uncultured Enterococcus sp.,NA,6,NA,NA,NA,NA,NA
2,Enterococcus faecium,NA,10,NA,NA,NA,NA,NA
2,Enterococcus raffinosus,NA,5,NA,NA,NA,NA,NA
2,Enterococcus dispar,NA,4,NA,NA,NA,NA,NA
2,Enterococcus saccharolyticus,NA,3,NA,NA,NA,NA,NA
2,Enterococcus cecorum,NA,2,NA,NA,NA,NA,NA
2,Enterococcus mundtii,NA,2,NA,NA,NA,NA,NA
2,Enterococcus devriesei,NA,2,NA,NA,NA,NA,NA
2,Enterococcus silesiacus,NA,2,NA,NA,NA,NA,NA
2,Enterococcus avium,NA,1,NA,NA,NA,NA,NA
2,Enterococcus durans,NA,1,NA,NA,NA,NA,NA
2,Enterococcus wangshanyuanii,NA,1,NA,NA,NA,NA,NA
2,Enterococcus gilvus,NA,1,NA,NA,NA,NA,NA
2,Enterococcus hirae,NA,1,NA,NA,NA,NA,NA
2,Enterococcus thailandicus,NA,1,NA,NA,NA,NA,NA
2,Enterococcus montenegrensis,NA,1,NA,NA,NA,NA,NA
2,Vagococcus fluvialis,NA,1,NA,NA,NA,NA,NA
2,Vagococcus coleopterorum,NA,1,NA,NA,NA,NA,NA
2,Vagococcus intermedius,NA,1,NA,NA,NA,NA,NA
2,Tetragenococcus halophilus,NA,1,NA,NA,NA,NA,NA
2,Limosilactobacillus fermentum,NA,14913,NA,NA,NA,NA,NA
2,Weissella paramesenteroides,NA,2,NA,NA,NA,NA,NA
2,Weissella cibaria,NA,2,NA,NA,NA,NA,NA
2,Pediococcus acidilactici,NA,2,NA,NA,NA,NA,NA
2,Pediococcus damnosus,NA,2,NA,NA,NA,NA,NA
2,Lactiplantibacillus plantarum,NA,3,NA,NA,NA,NA,NA
2,Levilactobacillus koreensis,NA,1,NA,NA,NA,NA,NA
2,Levilactobacillus brevis,NA,1,NA,NA,NA,NA,NA
2,Companilactobacillus paralimentarius,NA,1,NA,NA,NA,NA,NA
2,Companilactobacillus farciminis,NA,1,NA,NA,NA,NA,NA
2,Fructilactobacillus sanfranciscensis,NA,1,NA,NA,NA,NA,NA
2,Lactobacillus helveticus,NA,1,NA,NA,NA,NA,NA
2,Lacticaseibacillus manihotivorans,NA,1,NA,NA,NA,NA,NA
2,Streptococcus dysgalactiae,NA,3,NA,NA,NA,NA,NA
2,Streptococcus pyogenes,NA,1,NA,NA,NA,NA,NA
2,Streptococcus suis,NA,1,NA,NA,NA,NA,NA
2,Jeotgalibaca sp. PTS2502,NA,1,NA,NA,NA,NA,NA
2,uncultured Trichococcus sp.,NA,1,NA,NA,NA,NA,NA
2,Carnobacterium inhibens,NA,1,NA,NA,NA,NA,NA
2,Alkalibacterium putridalgicola,NA,1,NA,NA,NA,NA,NA
2,Lacrimispora xylanisolvens,NA,4,NA,NA,NA,NA,NA
2,Roseburia sp. 499,NA,1,NA,NA,NA,NA,NA
2,uncultured Faecalibacterium sp.,NA,1,NA,NA,NA,NA,NA
2,Ruminococcus bovis,NA,1,NA,NA,NA,NA,NA
2,Clostridium sp. BJN0013,NA,1,NA,NA,NA,NA,NA
2,Streptomyces sp. Q6,NA,2,NA,NA,NA,NA,NA
2,Streptomyces sp. cg36,NA,1,NA,NA,NA,NA,NA
2,Streptomyces sp. GQFP,NA,1,NA,NA,NA,NA,NA
2,Streptomyces sp. NBC_01515,NA,2,NA,NA,NA,NA,NA
2,Streptomyces sp. NBC_00442,NA,1,NA,NA,NA,NA,NA
2,Streptomyces sp. A2-16,NA,1,NA,NA,NA,NA,NA
2,Streptomyces aurantiacus,NA,1,NA,NA,NA,NA,NA
2,Streptomyces griseoviridis,NA,1,NA,NA,NA,NA,NA
2,Streptomyces formicae,NA,1,NA,NA,NA,NA,NA
2,Streptomyces tubercidicus,NA,1,NA,NA,NA,NA,NA
2,Kitasatospora setae,NA,1,NA,NA,NA,NA,NA
2,Bifidobacterium pseudolongum,NA,1,NA,NA,NA,NA,NA
2,Bifidobacterium longum,NA,1,NA,NA,NA,NA,NA
2,Gardnerella vaginalis,NA,1,NA,NA,NA,NA,NA
2,Scardovia inopinata,NA,1,NA,NA,NA,NA,NA
2,Rhodococcus qingshengii,NA,1,NA,NA,NA,NA,NA
2,Rhodococcus opacus,NA,1,NA,NA,NA,NA,NA
2,Nocardia terpenica,NA,1,NA,NA,NA,NA,NA
2,Candidatus Mycobacterium methanotrophicum,NA,1,NA,NA,NA,NA,NA
2,Actinoplanes sp. OR16,NA,1,NA,NA,NA,NA,NA
2,Actinoplanes derwentensis,NA,1,NA,NA,NA,NA,NA
2,Micromonospora chalcea,NA,1,NA,NA,NA,NA,NA
2,Krasilnikovia sp. MM14-A1004,NA,1,NA,NA,NA,NA,NA
2,Clavibacter phaseoli,NA,1,NA,NA,NA,NA,NA
2,Microbacterium sp. RG1,NA,1,NA,NA,NA,NA,NA
2,Agrococcus sp. SGAir0287,NA,1,NA,NA,NA,NA,NA
2,Ornithinimicrobium cryptoxanthini,NA,1,NA,NA,NA,NA,NA
2,Arcanobacterium phocae,NA,1,NA,NA,NA,NA,NA
2,Varibaculum cambriense,NA,1,NA,NA,NA,NA,NA
2,Nocardioides sp. JS614,NA,1,NA,NA,NA,NA,NA
2,Nocardioides ochotonae,NA,1,NA,NA,NA,NA,NA
2,Actinomadura sp. WMMA1423,NA,1,NA,NA,NA,NA,NA
2,Umezawaea sp. Da 62-37,NA,1,NA,NA,NA,NA,NA
2,uncultured Solirubrobacterales bacterium,NA,1,NA,NA,NA,NA,NA
2,Leptolyngbya sp. BL0902,NA,1,NA,NA,NA,NA,NA
2,Leptolyngbya sp. NIES-3755,NA,1,NA,NA,NA,NA,NA
2,Brasilonema sennae,NA,1,NA,NA,NA,NA,NA
2,Aphanizomenon flos-aquae,NA,1,NA,NA,NA,NA,NA
2,Annamia dubia,NA,1,NA,NA,NA,NA,NA
2,[Phormidium] sp. ETS-05,NA,1,NA,NA,NA,NA,NA
2,Candidatus Paraprochloron terpiosi,NA,1,NA,NA,NA,NA,NA
2,Spiroplasma endosymbiont of Heliconius wallacei,NA,1,NA,NA,NA,NA,NA
2,Vulcanimicrobiota bacterium,NA,1,NA,NA,NA,NA,NA
2,Dehalococcoidia bacterium,NA,1,NA,NA,NA,NA,NA
2,Salmonella enterica,NA,51090,NA,NA,NA,NA,NA
2,Salmonella sp. WGH-01,NA,36,NA,NA,NA,NA,NA
2,Salmonella sp. SSDFZ54,NA,55,NA,NA,NA,NA,NA
2,Salmonella bongori,NA,252,NA,NA,NA,NA,NA
2,Escherichia coli,NA,33124,NA,NA,NA,NA,NA
2,Escherichia sp. E4742,NA,15,NA,NA,NA,NA,NA
2,Escherichia sp. HH091_1A,NA,32,NA,NA,NA,NA,NA
2,Escherichia sp. KS167_9B,NA,26,NA,NA,NA,NA,NA
2,Escherichia sp. 10290,NA,92,NA,NA,NA,NA,NA
2,Escherichia albertii,NA,56,NA,NA,NA,NA,NA
2,Escherichia fergusonii,NA,33,NA,NA,NA,NA,NA
2,Escherichia marmotae,NA,22,NA,NA,NA,NA,NA
2,Shigella flexneri,NA,748,NA,NA,NA,NA,NA
2,Shigella dysenteriae,NA,160,NA,NA,NA,NA,NA
2,Shigella boydii,NA,263,NA,NA,NA,NA,NA
2,Shigella sonnei,NA,643,NA,NA,NA,NA,NA
2,Klebsiella pneumoniae,NA,149,NA,NA,NA,NA,NA
2,Klebsiella variicola,NA,10,NA,NA,NA,NA,NA
2,Klebsiella quasipneumoniae,NA,4,NA,NA,NA,NA,NA
2,Klebsiella sp. BDA134-6,NA,6,NA,NA,NA,NA,NA
2,Klebsiella aerogenes,NA,5,NA,NA,NA,NA,NA
2,Klebsiella michiganensis,NA,4,NA,NA,NA,NA,NA
2,Klebsiella huaxiensis,NA,3,NA,NA,NA,NA,NA
2,Klebsiella oxytoca,NA,1,NA,NA,NA,NA,NA
2,Raoultella planticola,NA,3,NA,NA,NA,NA,NA
2,Raoultella ornithinolytica,NA,4,NA,NA,NA,NA,NA
2,Raoultella sp. HC6,NA,1,NA,NA,NA,NA,NA
2,Raoultella terrigena,NA,1,NA,NA,NA,NA,NA
2,Citrobacter freundii,NA,26,NA,NA,NA,NA,NA
2,Citrobacter portucalensis,NA,10,NA,NA,NA,NA,NA
2,Citrobacter werkmanii,NA,8,NA,NA,NA,NA,NA
2,Citrobacter braakii,NA,15,NA,NA,NA,NA,NA
2,Citrobacter sedlakii,NA,1,NA,NA,NA,NA,NA
2,Citrobacter sp. RHB25-C09,NA,5,NA,NA,NA,NA,NA
2,Citrobacter sp. BDA59-3,NA,1,NA,NA,NA,NA,NA
2,Citrobacter sp. RHBSTW-00570,NA,9,NA,NA,NA,NA,NA
2,Citrobacter sp. R56,NA,1,NA,NA,NA,NA,NA
2,Citrobacter farmeri,NA,4,NA,NA,NA,NA,NA
2,Citrobacter telavivensis,NA,3,NA,NA,NA,NA,NA
2,Citrobacter rodentium,NA,3,NA,NA,NA,NA,NA
2,Citrobacter enshiensis,NA,2,NA,NA,NA,NA,NA
2,Citrobacter amalonaticus,NA,3,NA,NA,NA,NA,NA
2,Citrobacter meridianamericanus,NA,1,NA,NA,NA,NA,NA
2,Citrobacter tructae,NA,1,NA,NA,NA,NA,NA
2,Citrobacter arsenatis,NA,1,NA,NA,NA,NA,NA
2,Citrobacter koseri,NA,1,NA,NA,NA,NA,NA
2,Enterobacter cloacae,NA,12,NA,NA,NA,NA,NA
2,Enterobacter cloacae complex sp. ECNIH7,NA,3,NA,NA,NA,NA,NA
2,Enterobacter cloacae complex sp.,NA,1,NA,NA,NA,NA,NA
2,Enterobacter hormaechei,NA,18,NA,NA,NA,NA,NA
2,Enterobacter cancerogenus,NA,4,NA,NA,NA,NA,NA
2,Enterobacter kobei,NA,4,NA,NA,NA,NA,NA
2,Enterobacter asburiae,NA,3,NA,NA,NA,NA,NA
2,Enterobacter sichuanensis,NA,1,NA,NA,NA,NA,NA
2,Enterobacter roggenkampii,NA,1,NA,NA,NA,NA,NA
2,Enterobacter ludwigii,NA,4,NA,NA,NA,NA,NA
2,Enterobacter sp. JUb54,NA,3,NA,NA,NA,NA,NA
2,Enterobacter sp. Y1_10,NA,1,NA,NA,NA,NA,NA
2,Enterobacter sp. RHBSTW-00975,NA,18,NA,NA,NA,NA,NA
2,Enterobacter sp. ECC-175,NA,1,NA,NA,NA,NA,NA
2,Enterobacter sp. Colony194,NA,1,NA,NA,NA,NA,NA
2,Enterobacter sp. 638,NA,1,NA,NA,NA,NA,NA
2,Enterobacter huaxiensis,NA,2,NA,NA,NA,NA,NA
2,Enterobacter oligotrophicus,NA,2,NA,NA,NA,NA,NA
2,Enterobacter soli,NA,1,NA,NA,NA,NA,NA
2,Enterobacter bugandensis,NA,1,NA,NA,NA,NA,NA
2,Enterobacter mori,NA,1,NA,NA,NA,NA,NA
2,Enterobacter adelaidei,NA,1,NA,NA,NA,NA,NA
2,Kosakonia sp. MUSA4,NA,3,NA,NA,NA,NA,NA
2,Kosakonia sp. CCTCC M2018092,NA,2,NA,NA,NA,NA,NA
2,Kosakonia sp. H02,NA,1,NA,NA,NA,NA,NA
2,Kosakonia calanthes,NA,2,NA,NA,NA,NA,NA
2,Kosakonia sacchari,NA,1,NA,NA,NA,NA,NA
2,Kosakonia oryzendophytica,NA,1,NA,NA,NA,NA,NA
2,Kosakonia oryzae,NA,1,NA,NA,NA,NA,NA
2,Leclercia adecarboxylata,NA,7,NA,NA,NA,NA,NA
2,Leclercia sp. 29361,NA,1,NA,NA,NA,NA,NA
2,Leclercia pneumoniae,NA,1,NA,NA,NA,NA,NA
2,Kluyvera intermedia,NA,3,NA,NA,NA,NA,NA
2,Kluyvera sichuanensis,NA,2,NA,NA,NA,NA,NA
2,Kluyvera cryocrescens,NA,2,NA,NA,NA,NA,NA
2,Kluyvera ascorbata,NA,1,NA,NA,NA,NA,NA
2,Cedecea neteri,NA,3,NA,NA,NA,NA,NA
2,Cedecea sp. FDAARGOS_727,NA,2,NA,NA,NA,NA,NA
2,Cedecea lapagei,NA,1,NA,NA,NA,NA,NA
2,uncultured Enterobacteriaceae bacterium,NA,6,NA,NA,NA,NA,NA
2,Pseudocitrobacter corydidari,NA,2,NA,NA,NA,NA,NA
2,Pseudocitrobacter faecalis,NA,1,NA,NA,NA,NA,NA
2,Lelliottia sp. JS-SCA-14,NA,1,NA,NA,NA,NA,NA
2,Lelliottia nimipressuralis,NA,1,NA,NA,NA,NA,NA
2,Lelliottia amnigena,NA,1,NA,NA,NA,NA,NA
2,Scandinavium goeteborgense,NA,3,NA,NA,NA,NA,NA
2,Phytobacter sp. SCO41,NA,2,NA,NA,NA,NA,NA
2,Enterobacteriaceae bacterium strain FGI 57,NA,1,NA,NA,NA,NA,NA
2,Enterobacteriaceae bacterium ENNIH1,NA,1,NA,NA,NA,NA,NA
2,Trabulsiella odontotermitis,NA,2,NA,NA,NA,NA,NA
2,Superficieibacter sp. HKU1,NA,2,NA,NA,NA,NA,NA
2,Franconibacter daqui,NA,2,NA,NA,NA,NA,NA
2,Shimwellia blattae,NA,2,NA,NA,NA,NA,NA
2,Buttiauxella agrestis,NA,2,NA,NA,NA,NA,NA
2,Pseudescherichia vulneris,NA,1,NA,NA,NA,NA,NA
2,Candidatus Hamiltonella defensa,NA,1,NA,NA,NA,NA,NA
2,Yokenella regensburgei,NA,1,NA,NA,NA,NA,NA
2,Mangrovibacter phragmitis,NA,1,NA,NA,NA,NA,NA
2,Siccibacter colletis,NA,1,NA,NA,NA,NA,NA
2,Jejubacter calystegiae,NA,1,NA,NA,NA,NA,NA
2,Providencia sp. PROV277,NA,1498,NA,NA,NA,NA,NA
2,Providencia huaxiensis,NA,1,NA,NA,NA,NA,NA
2,Xenorhabdus sp. TH1,NA,1,NA,NA,NA,NA,NA
2,Xenorhabdus doucetiae,NA,1,NA,NA,NA,NA,NA
2,Xenorhabdus poinarii,NA,1,NA,NA,NA,NA,NA
2,Proteus mirabilis,NA,1,NA,NA,NA,NA,NA
2,Photorhabdus temperata,NA,1,NA,NA,NA,NA,NA
2,Pantoea sp. RSPAM1,NA,2,NA,NA,NA,NA,NA
2,Pantoea sp. JZ2,NA,1,NA,NA,NA,NA,NA
2,Pantoea sp. SO10,NA,1,NA,NA,NA,NA,NA
2,Pantoea sp. C3,NA,1,NA,NA,NA,NA,NA
2,Pantoea agglomerans,NA,5,NA,NA,NA,NA,NA
2,Pantoea alfalfae,NA,1,NA,NA,NA,NA,NA
2,Pantoea rwandensis,NA,1,NA,NA,NA,NA,NA
2,Pantoea ananatis,NA,1,NA,NA,NA,NA,NA
2,Candidatus Pantoea soli,NA,1,NA,NA,NA,NA,NA
2,Erwinia sp. HDF1-3R,NA,1,NA,NA,NA,NA,NA
2,Erwinia amylovora,NA,1,NA,NA,NA,NA,NA
2,Erwinia pyrifoliae,NA,1,NA,NA,NA,NA,NA
2,Erwinia aphidicola,NA,1,NA,NA,NA,NA,NA
2,Paramixta manurensis,NA,2,NA,NA,NA,NA,NA
2,Buchnera aphidicola,NA,2,NA,NA,NA,NA,NA
2,Duffyella gerundensis,NA,1,NA,NA,NA,NA,NA
2,Mixta intestinalis,NA,1,NA,NA,NA,NA,NA
2,Tatumella citrea,NA,1,NA,NA,NA,NA,NA
2,Serratia symbiotica,NA,3,NA,NA,NA,NA,NA
2,Serratia marcescens,NA,6,NA,NA,NA,NA,NA
2,Serratia liquefaciens,NA,1,NA,NA,NA,NA,NA
2,Serratia grimesii,NA,1,NA,NA,NA,NA,NA
2,Rahnella inusitata,NA,3,NA,NA,NA,NA,NA
2,Rahnella bonaserana,NA,1,NA,NA,NA,NA,NA
2,Yersinia frederiksenii,NA,1,NA,NA,NA,NA,NA
2,Rouxiella badensis,NA,1,NA,NA,NA,NA,NA
2,Pectobacterium aquaticum,NA,3,NA,NA,NA,NA,NA
2,Pectobacterium parmentieri,NA,1,NA,NA,NA,NA,NA
2,Pectobacterium brasiliense,NA,2,NA,NA,NA,NA,NA
2,Pectobacterium cacticida,NA,1,NA,NA,NA,NA,NA
2,Dickeya lacustris,NA,1,NA,NA,NA,NA,NA
2,Dickeya fangzhongdai,NA,1,NA,NA,NA,NA,NA
2,Brenneria rubrifaciens,NA,1,NA,NA,NA,NA,NA
2,Edwardsiella piscicida,NA,2,NA,NA,NA,NA,NA
2,Edwardsiella hoshinae,NA,1,NA,NA,NA,NA,NA
2,Limnobaculum zhutongyuii,NA,1,NA,NA,NA,NA,NA
2,Limnobaculum parvum,NA,1,NA,NA,NA,NA,NA
2,Leminorella grimontii,NA,1,NA,NA,NA,NA,NA
2,Gallaecimonas mangrovi,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas aeruginosa,NA,22781,NA,NA,NA,NA,NA
2,Pseudomonas nitroreducens,NA,5,NA,NA,NA,NA,NA
2,Pseudomonas paraeruginosa,NA,2,NA,NA,NA,NA,NA
2,Pseudomonas citronellolis,NA,2,NA,NA,NA,NA,NA
2,Pseudomonas sp. SCB32,NA,3,NA,NA,NA,NA,NA
2,Pseudomonas sp. gcc21,NA,2,NA,NA,NA,NA,NA
2,Pseudomonas sp. LS44,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. R2-60-08W,NA,5,NA,NA,NA,NA,NA
2,Pseudomonas sp. PDNC002,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. SO81,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. MTM4,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. D3,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. N3-W,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. NA-150,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. CW003PS,NA,2,NA,NA,NA,NA,NA
2,Pseudomonas sp. DR 5-09,NA,2,NA,NA,NA,NA,NA
2,Pseudomonas sp. AN-B15,NA,2,NA,NA,NA,NA,NA
2,Pseudomonas sp. Leaf58,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. LPB0260,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. FP2309,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. FDAARGOS_761,NA,31,NA,NA,NA,NA,NA
2,Pseudomonas sp. Ost2,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. FP818,NA,7,NA,NA,NA,NA,NA
2,Pseudomonas sp. MH9.2,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. G2-4,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. HOU2,NA,1,NA,NA,NA,NA,NA
2,Pseudomonas sp. C9-3,NA,1,NA,NA,NA,NA,NA
