species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Ferrimonas sp. YFM,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoalteromonas carrageenovora,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella oneidensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassotalea hakodatensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catenovulum sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vibrio aerogenes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vibrio tritonius,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vibrio rarus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeromonas bestiarum,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Legionella jordanis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Immundisolibacter cernigliae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiobacterium hominis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agaribacterium sp. ZY112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,434,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. NLF5-7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes aquatilis,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Achromobacter seleniivolatilans,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castellaniella ginsengisoli,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bordetella genomosp. 9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pigmentiphaga aceris,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia fungorum,141,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia terricola,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia xenovorans,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. FT54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sprentiae,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Cupriavidus necator,65,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus nantongensis,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus neocaledonicus,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkholderia vietnamiensis,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkholderia sp. PAMC 28687,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Ralstonia insidiosa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycoavidus cysteinexigens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldimonas aquatica,43,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,14,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Paucibacter sediminis,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piscinibacter sp. XHJ-5,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,19,55,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Rhodoferax aquaticus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodoferax sediminis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramlibacter tataouinensis,1,21,NA,NA,NA,2,NA,1,NA,NA,NA,1
Massilia sp. R2A-15,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Massilia endophytica,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Massilia cellulosiltytica,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella flava,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collimonas pratensis,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Herbaspirillum huttiense,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Eleftheria terrae,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobacter sp. AJA081-3,1,23,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Methylophilus methylotrophus,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosomonas sp. Is79A3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfuritortus calidifontis,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrigenium kumadai,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Sulfurimicrobium lacus,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Azoarcus olearius,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Azospira sp. APE16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Chromobacterium paludis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquitalea aquatilis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,129,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopirellula sp. P2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lignipirellula cremea,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pirellulimonas nuda,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacipirellula limnantheis,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kolteria novifilia,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. LG18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Termitidicoccus mucosus,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oleiharenicola sp. Vm1,1,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Candidatus Palauibacter sp.,103,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogemmatithrix spongiicola,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonas phototrophica,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Chitinophaga caeni,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phnomibacter sp. MR,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. BRD67,7,1,NA,NA,NA,NA,NA,NA,15,1,NA,NA
Dyadobacter fermentans,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirosoma montaniterrae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pedobacter suwonensis,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flavobacterium sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquimarina sp. AD1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labilibaculum antarcticum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cystobacter fuscus,27,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Anaeromyxobacter dehalogenans,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edaphobacter paludis,20,1,NA,NA,1,5,NA,NA,NA,NA,NA,NA
Edaphobacter sp. 4G125,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Terriglobus roseus,2,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Luteitalea pratensis,10,76,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Sulfidibacter corallicola,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichlorobacter lovleyi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geomonas paludis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfobulbus propionicus,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfovibrio subterraneus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dictyoglomus thermophilum,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanispirochaeta crateris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3607,7170,11304,15661,1868,611,917,369,77,759,319,560
Haloferax gibbonsii,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haloprofundus sp. MHR1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halorubrum hochsteinianum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halobaculum sp. XH14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methanothrix harundinacea,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
