species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Nitrobacter hamburgensis,17,19,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Rhodopseudomonas palustris,15,36,NA,1,NA,6,NA,NA,NA,NA,NA,NA
Tardiphaga robiniae,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobiaceae bacterium,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,75,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B2-1-1,19,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,43,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. DCY119,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1,5,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B4-1-4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. 8,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. 131-3-5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,51,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium amorphae,3,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium loti,1,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
Nitratireductor sp.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitratireductor mangrovi,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,56,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. SRDI969,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. 32-5/1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,39,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Rhizobium etli,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium gallicum,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium bangladeshense,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrobacterium tumefaciens,35,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Agrobacterium vaccinii,14,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinorhizobium americanum,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinorhizobium sp. RAC02,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ensifer adhaerens,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shinella zoogloeoides,3,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Peteryoungia desertarenae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,54,8,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Microvirga ossetica,42,83,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microvirga sp. 17 mud 1-3,3,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microvirga sp. VF16,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Methylobacterium currus,33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,3,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Methylorubrum extorquens,3,32,NA,3,NA,4,NA,NA,NA,2,NA,NA
Bosea sp. PAMC 26642,5,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bosea sp. NBC_00550,4,9,NA,NA,NA,5,NA,NA,NA,1,NA,NA
Bosea sp. ANAM02,2,4,NA,NA,NA,NA,NA,1,NA,2,NA,NA
Bosea sp. RAC05,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,4,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Labrys sp. KNU-23,4,6,NA,1,NA,2,NA,NA,NA,NA,NA,NA
Xanthobacter autotrophicus,1,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Hyphomicrobium sp. DMF-1,5,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Hyphomicrobium sp. MC8b,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodoplanes sp. Z2-YC6860,1,26,NA,1,NA,NA,NA,NA,NA,2,NA,NA
Methyloceanibacter sp. wino2,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Chenggangzhangella methanolivorans,6,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Aurantimonas sp. HBX-1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Roseibium sp.,3,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Stappia sp. ES.058,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhydrobacter sp.,2,42,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Pseudorhodoplanes sinuspersici,1,15,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Phreatobacter cathodiphilus,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devosia sp. RR2S18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devosia beringensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradevosia shaoguanensis,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ancalomicrobiaceae bacterium S20,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blastochloris viridis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodobiaceae bacterium,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Acuticoccus sp. I52.16.1,1,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Terrirubrum flagellatum,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Methylovirgula sp. 4M-Z18,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pleomorphomonas sp. PLEO,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Sphingomonas sp. PAMC26645,14,11,NA,NA,NA,1,NA,NA,NA,7,NA,NA
Sphingomonas sp. Y38-1Y,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Sphingomonas sp. LY54,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. R1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Sphingomonas sp. So64.6b,1,4,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Sphingomonas sp. SUN019,1,4,NA,NA,NA,3,NA,NA,NA,2,NA,NA
Sphingomonas sabuli,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas bisphenolicum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas radiodurans,1,2,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Sphingomonas lacunae,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas aerolata,1,13,NA,NA,NA,3,NA,NA,NA,2,NA,1
Sphingomonas sanxanigenens,2,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Novosphingobium sp. EMRT-2,6,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2
Novosphingobium sp. Gsoil 351,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novosphingobium sp. ES2-1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novosphingobium sp. RL4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novosphingobium resinovorum,6,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Novosphingobium olei,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novosphingobium ginsenosidimutans,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium sp.,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium sp. JS3065,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,12,9,NA,3,NA,4,NA,NA,NA,2,NA,NA
Sphingopyxis sp. PAMC25046,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingopyxis sp. BSN-002,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingopyxis chilensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingorhabdus lacus,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allosphingosinicella indica,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Stakelama saccharophila,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Alteraurantiacibacter sp.,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qipengyuania flava,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tsuneonella mangrovi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraurantiacibacter namhicola,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Sphingosinicella sp. BN140058,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfitobacter sp. S190,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salipiger abyssi,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus pantotrophus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus seriniphilus,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus sp. (in: a-proteobacteria),1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Paracoccus aerodenitrificans,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cereibacter azotoformans,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frigidibacter mobilis,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Rhodobacteraceae bacterium,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
uncultured Amylibacter sp.,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,20,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
uncultured Lichenicoccus sp.,11,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,2,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Neokomagataea tanensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Komagataeibacter xylinus,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Sediminicoccus sp. KRV36,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Skermanella pratensis,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azospirillum thiophilum,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niveispirillum cyanobacteriorum,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nitrospirillum viridazoti,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodospirillales bacterium,4,33,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Rhodospirillaceae bacterium,1,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Caulobacter sp. 73W,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Caulobacter vibrioides,1,13,NA,1,NA,1,NA,1,NA,1,NA,1
Caulobacter mirabilis,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Brevundimonas subvibrioides,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Alphaproteobacteria bacterium,1,81,NA,NA,NA,11,NA,NA,NA,1,NA,NA
Luteimonas yindakuii,78,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,52,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,81,15,NA,4,NA,7,NA,5,NA,2,NA,6
Stenotrophomonas sp. ESTM1D_MKCIP4_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas aracearum,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter lycopersici,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter capsici,14,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Lysobacter soli,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Pseudoxanthomonas sp.,47,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp. X-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas sp. NCPPB 3005,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas vesicatoria,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas rydalmerensis,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Thermomonas sp. XSG,17,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
Thermomonas aquatica,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolysobacter antarcticus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,10,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Dyella sp. BiH032,2,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Dyella caseinilytica,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Luteibacter pinisoli,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteibacter flocculans,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteibacter aegosomatissinici,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,93,13,NA,3,NA,NA,NA,6,NA,NA,NA,NA
Acinetobacter haemolyticus,71,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. Z1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter venetianus,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,18,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA
Moraxella osloensis,21,26,10,41,NA,3,NA,4,NA,31,1,4
Aquirhabdus parva,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella sp. A52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella variicola,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,11,19,NA,4,NA,6,87,NA,NA,NA,NA,NA
Escherichia albertii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Stammera capleta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enterobacter cloacae,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Pluralibacter gergoviae,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Leclercia sp. S52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia symbiotica,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia plymuthica,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edwardsiella piscicida,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hafnia paralvei,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Erwinia sp. HDF1-3R,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,23,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. KU26590,5,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Pseudomonas sp. gcc21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. 2hn,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas koreensis,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas marginalis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,64,140
Pseudomonas oryzihabitans,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
Pseudomonas putida,2,26,NA,7,3,NA,45,2,126,9,7,2
Pseudomonas mendocina,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Pseudomonas oryzae,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas chlororaphis,1,5,NA,2,NA,NA,NA,NA,NA,NA,2,1
Pseudomonas laurentiana,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudomonas palleroniana,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas phytophila,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Stutzerimonas stutzeri,3,10,NA,3,NA,1,NA,NA,1,NA,NA,2
Azotobacter chroococcum,1,3,NA,1,1,NA,NA,1,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,10,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,25,5,NA,NA,42,8,NA,NA,NA,1,4,NA
uncultured Amphritea sp.,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromohalobacter canadensis,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salinicola sp. JS01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halomonas salifodinae,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Methylomonas sp. LL1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylococcus sp. EFPC2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrimonas sp. YFM,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoalteromonas sp. THAF3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catenovulum sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gammaproteobacteria bacterium,3,25,NA,NA,NA,1,NA,1,2,NA,1,NA
Legionella anisa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Legionella clemsonensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Legionella oakridgensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfurivermis fontis,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
uncultured Gammaproteobacteria bacterium,2,41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Vibrio sp. SNU_ST1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vibrio fortis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiobacterium hominis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,470,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. 1735tsa3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. NLF5-7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes aquatilis,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castellaniella ginsengisoli,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pigmentiphaga sp. H8,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bordetella genomosp. 8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,38,60,NA,1,1,10,NA,NA,NA,NA,NA,1
Variovorax sp. RKNM96,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax sp. SRS16,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Acidovorax temperans,30,15,NA,11,NA,6,NA,15,NA,9,1,12
Acidovorax sp. 1608163,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax sp. SDU_ACID1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Acidovorax sp. GBBC 1281,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodoferax koreense,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comamonadaceae bacterium OS-4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramlibacter tataouinensis,1,17,NA,NA,NA,3,NA,NA,NA,NA,NA,1
Ramlibacter terrae,1,15,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Simplicispira suum,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,30,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Ralstonia mannitolilytica,11,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Ralstonia solanacearum,5,43,2,2,13,4,7,1,8,NA,7,1
Ralstonia insidiosa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkholderia lata,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia terricola,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia xenovorans,8,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia pallida,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Paraburkholderia graminis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandoraea thiooxydans,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbsia sp. KACC 23696,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,11,10,NA,1,NA,1,NA,NA,NA,1,NA,NA
Leptothrix cholodnii,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseateles depolymerans,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Pseudoduganella flava,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Pseudoduganella aquatica,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massilia endophytica,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Undibacterium cyanobacteriorum,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Janthinobacterium sp. J1-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,7,4
Aquabacterium olei,3,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhizobacter sp. AJA081-3,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkholderiales bacterium GJ-E10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosomonas sp. Is79A3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosomonas stercoris,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylophilus methylotrophus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylotenera sp.,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfuritortus calidifontis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromobacterium vaccinii,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquitalea aquatilis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azoarcus sp. DN11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dechloromonas sp. ZY10,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betaproteobacteria bacterium GR16-43,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrogenophilus thermoluteolus,10,3,NA,1,NA,1,NA,1,NA,2,NA,4
uncultured bacterium contig00001,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium,47,677,NA,NA,NA,85,NA,NA,NA,8,NA,8
uncultured bacterium contig00180,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium ARCTIC39_F_11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium Contig1753,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parabacteroides goldsteinii,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Segatella copri,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
