species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Ipomoea triloba,11,19,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
Rutidosis leptorrhynchoides,14,67,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
Helianthus annuus,5,70,NA,NA,NA,46,NA,NA,NA,NA,NA,NA
Rhododendron vialii,11,24,NA,NA,48,7,NA,NA,NA,NA,NA,NA
Malania oleifera,12,39,NA,NA,9,51,NA,NA,9,NA,NA,NA
Triticum dicoccoides,214,124,NA,159,16,33,NA,19,NA,25,NA,NA
Triticum aestivum,13,100,NA,674,37,67,NA,88,95,29,NA,NA
Hordeum vulgare,17,81,NA,NA,7,51,NA,NA,NA,13,6,NA
Lolium rigidum,8,58,NA,8,97,27,NA,NA,74,112,NA,NA
Panicum virgatum,35,62,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
Miscanthus floridulus,11,69,NA,NA,22,30,NA,NA,NA,NA,6,NA
Sorghum bicolor,7,28,NA,NA,12,12,NA,NA,NA,NA,NA,NA
Phragmites australis,9,47,NA,NA,472,17,6,NA,NA,NA,NA,NA
Ananas comosus,17,14,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
Elaeis guineensis,186,43,NA,NA,NA,43,NA,NA,NA,NA,NA,NA
Zingiber officinale,5,78,NA,NA,18,47,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,33,26,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
Asparagus officinalis,7,29,NA,NA,12,21,NA,NA,NA,NA,NA,NA
Magnolia sinica,51,46,NA,NA,NA,45,NA,NA,8,NA,NA,NA
Macadamia integrifolia,7,28,NA,NA,11,19,NA,NA,50,NA,NA,NA
Telopea speciosissima,5,30,NA,NA,NA,28,NA,NA,6,NA,NA,NA
Cryptomeria japonica,44,1176,NA,37,182,704,9,10,22,25,NA,NA
Natronorubrum aibiense,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haloferax gibbonsii,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methanolobus sp. WCC4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
