species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Pseudonocardia petroleophila,1,20,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Kibdelosporangium phytohabitans,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD998,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD1155,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verrucosispora sp. NA02020,3,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromonospora sp. NBC_01796,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. NBC_01699,2,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromonospora sp. FIMYZ51,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromonospora sp. DPT,2,8,NA,NA,3,NA,1,NA,NA,NA,NA,NA
Micromonospora craniellae,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora globbae,2,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Micromonospora cathayae,2,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromonospora purpureochromogenes,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora echinospora,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoplanes sp. OR16,2,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Actinoplanes sp. L3-i22,3,17,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Actinoplanes sichuanensis,1,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Actinoplanes teichomyceticus,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,5,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dactylosporangium sp. NBC_01737,1,31,NA,NA,NA,2,NA,NA,NA,3,NA,NA
Dactylosporangium roseum,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Plantactinospora sp. KBS50,1,7,NA,NA,1,NA,NA,NA,NA,1,NA,NA
Polymorphospora rubra,1,9,NA,NA,1,NA,NA,NA,NA,1,NA,NA
Geodermatophilus sp. DSM 44513,41,14,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Actinomadura sp. WMMB 499,10,9,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Actinomadura sp. NAK00032,4,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinomadura verrucosospora,1,15,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Actinomadura rugatobispora,1,24,NA,1,NA,4,NA,NA,NA,NA,NA,NA
Thermomonospora amylolytica,1,12,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Thermomonospora curvata,1,25,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Spirillospora sp. NBC_01491,1,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nonomuraea fuscirosea,2,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nonomuraea phyllanthi,1,13,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nonomuraea coxensis,1,18,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Nonomuraea glycinis,1,23,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Streptosporangium subroseum,1,23,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptosporangium roseum,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Sphaerisporangium sp. NBC_01403,1,23,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardiopsis exhalans,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Parafrankia sp. EAN1pec,18,25,NA,NA,NA,6,NA,NA,NA,1,NA,NA
Frankia sp. ArI3,3,13,NA,NA,2,NA,NA,NA,NA,1,NA,NA
Candidatus Protofrankia datiscae,1,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Frankineae bacterium MT45,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,19,22,NA,1,NA,2,NA,NA,NA,NA,1,NA
Jatrophihabitans sp. GAS493,15,7,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Schaalia sp. HMT-172,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Schaalia sp. 19OD2882,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia cardiffensis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomyces slackii,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arcanobacterium wilhelmae,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinobaculum sp. 313,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scardovia inopinata,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Gardnerella vaginalis,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium coryneforme,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium asteroides,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nakamurella multipartita,3,71,NA,NA,NA,4,NA,NA,1,1,NA,NA
Nakamurella panacisegetis,1,15,NA,1,NA,4,NA,NA,NA,NA,NA,NA
Catenulispora acidiphila,3,27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Natronoglycomyces albus,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Conexibacter sp. S30A1,37,12,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Conexibacter sp. SYSU D00693,3,77,NA,NA,NA,6,NA,NA,NA,2,NA,1
Capillimicrobium parvum,30,112,NA,1,10,9,NA,NA,NA,1,NA,NA
Baekduia soli,2,77,NA,NA,NA,4,NA,NA,NA,2,NA,NA
Svornostia abyssi,1,45,NA,NA,NA,4,NA,NA,NA,4,NA,NA
Thermoleophilum album,23,18,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Acidimicrobiales bacterium,8,64,NA,NA,1,5,NA,NA,NA,NA,NA,NA
uncultured Acidimicrobiales bacterium,2,12,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Acidimicrobium ferrooxidans,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidimicrobiia bacterium,2,5,NA,NA,1,NA,NA,NA,NA,NA,3,NA
Actinomycetota bacterium,9,52,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Rubrobacter xylanophilus,6,13,NA,NA,NA,2,NA,NA,2,NA,NA,NA
Rubrobacter tropicus,1,21,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Thermophilibacter mediterraneus,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermophilibacter immobilis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggerthella lenta,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Xiamenia xianingshaonis,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Euzebya pacifica,4,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL F4-0100,34,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL R7-0216,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Paenibacillus pedocola,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus agaridevorans,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Paenibacillus peoriae,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus durus,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Brevibacillus borstelensis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacillus composti,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Paenibacillaceae bacterium GAS479,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cohnella herbarum,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,18,NA,NA,NA,14,10,1,NA,NA,NA,6,NA
Bacillus sp. Cs-700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus luti,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus velezensis,1,42,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Bacillus infantis,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudalkalibacillus hwajinpoensis,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Aciduricibacillus chroicocephali,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virgibacillus necropolis,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geobacillus sp. LC300,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peribacillus frigoritolerans,2,17,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Lysinibacillus sp. SGAir0095,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Priestia megaterium,1,21,NA,1,NA,4,NA,1,3,NA,NA,NA
Anoxybacillus flavithermus,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Gottfriedia acidiceleris,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanobacillus sp. FSL K6-2867,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evansella sp. LMS18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halobacillus naozhouensis,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Lentibacillus sp. CBA3610,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ureibacillus thermophilus,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solibacillus sp. FSL W8-0372,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylospora marina,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Polycladomyces abyssicola,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Listeria innocua,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylococcus delphini,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Staphylococcus capitis,1,14,NA,20,NA,NA,NA,NA,NA,4,NA,17
Alicyclobacillus acidocaldarius,1,6,NA,1,NA,1,NA,2,NA,2,NA,NA
Granulicatella adiacens,55,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Alkalibacterium putridalgicola,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lentilactobacillus parabuchneri,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limosilactobacillus portuensis,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocaproicibacter melissae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faecalibacterium sp. IP-3-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faecalibacterium prausnitzii,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Solibaculum mannosilyticum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillospiraceae bacterium,1,9,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
uncultured Caproiciproducens sp.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mordavella massiliensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crassaminicella indica,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clostridium tetani,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caloramator sp. E03,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
Candidatus Limiplasma sp.,2,5,NA,NA,NA,1,3,NA,NA,NA,NA,NA
Acididesulfobacillus acetoxydans,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clostridiales bacterium,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubacterium limosum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosporosinus orientis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heliomicrobium modesticaldum,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaerocolumna sp. AGMB13020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christensenellaceae bacterium,5,4,NA,NA,NA,4,NA,1,NA,NA,NA,NA
Candidatus Borkfalkia faecavium,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peptacetobacter hiranonis,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
uncultured Acidaminobacter sp.,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Acetohalobium arabaticum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halanaerobium hydrogeniformans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldanaerobacter subterraneus,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Erysipelotrichaceae bacterium,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erysipelotrichaceae bacterium 66202529,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allobaculum mucilyticum,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomasclavelia ramosa,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Sporomusa termitida,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Veillonella atypica,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnochorda sp. LNt,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcoleus vaginatus,59,587,1,NA,NA,NA,NA,NA,NA,2,NA,NA
Oscillatoria nigro-viridis,26,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,79,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kovacikia minuta,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nostoc sp. MS1,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nostoc commune,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Nostoc edaphicum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylindrospermum stagnale,1,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Trichormus azollae,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Synechococcus sp. CBW1107,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocoleopsis franciscana,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Chroococcidiopsis thermalis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocoleostomius sinensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geitlerinema sp. PCC 7407,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Candidatus Gastranaerophilales bacterium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,58,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalococcoidia bacterium,5,135,NA,2,NA,19,NA,NA,NA,5,NA,NA
uncultured Dehalococcoidia bacterium,1,18,NA,NA,1,5,NA,NA,NA,1,NA,NA
Anaerolineales bacterium,4,13,NA,NA,4,NA,NA,1,NA,NA,NA,NA
Anaerolinea thermophila,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelolinea submarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aggregatilineales bacterium,2,16,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Caldilinea aerophila,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Herpetosiphon aurantiacus,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus gobiensis,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus psychrotolerans,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus taeanensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermus aquaticus,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA
Allomeiothermus silvanus,1,169,NA,258,NA,207,NA,172,NA,74,NA,145
Abditibacteriota bacterium,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vulcanimicrobium alpinum,2,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Eremiobacterota bacterium,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Metamycoplasma spumans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armatimonadota bacterium,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Escherichia coli,273,94,2,7,11,30,91,NA,NA,NA,4,NA
Escherichia albertii,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,55,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella variicola,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella pneumoniae,80,135,NA,14,NA,11,NA,NA,7,NA,NA,NA
Klebsiella sp. A52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raoultella terrigena,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leclercia sp. S52,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enterobacter cloacae,5,3,NA,1,NA,4,NA,NA,NA,3,NA,NA
Enterobacter cancerogenus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kosakonia sp. MUSA4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Stammera capleta,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pluralibacter gergoviae,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,135,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pectobacterium versatile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoea sp. Nvir,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoea alhagi,10,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
Pantoea agglomerans,2,9,NA,NA,NA,4,NA,NA,NA,NA,NA,3
Erwinia sp. HDF1-3R,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia symbiotica,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Serratia plymuthica,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia quinivorans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yersinia alsatica,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providencia rustigianii,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Proteus mirabilis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edwardsiella piscicida,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hafnia paralvei,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gallaecimonas sp. GXIMD1310,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,78,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,52,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,89,26,NA,4,NA,11,NA,5,NA,2,7,6
Stenotrophomonas sp. ESTM1D_MKCIP4_1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas aracearum,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Stenotrophomonas rhizophila,1,5,NA,NA,NA,NA,NA,NA,NA,NA,11,11
Lysobacter sp. S4-A87,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. 5GHs7-4,4,5,NA,NA,2,2,NA,NA,NA,NA,NA,NA
Lysobacter capsici,30,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Lysobacter lycopersici,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter arenosi,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Lysobacter soli,1,7,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Xanthomonas hydrangeae,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas sp. NCPPB 3005,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas fragariae,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas vesicatoria,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas rydalmerensis,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Pseudoxanthomonas sp.,49,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp. X-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas winnipegensis,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,17,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
Thermomonas aquatica,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolysobacter antarcticus,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,41,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,16,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
Dyella terrae,11,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Dyella sp. BiH032,2,4,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Dyella sp. M7H15-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,1,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA
Luteibacter pinisoli,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteibacter flocculans,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Luteibacter aegosomatissinici,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Lysobacterales bacterium,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Pseudomonas koreensis,71,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Pseudomonas fluorescens,6,17,NA,2,2,1,NA,1,NA,1,NA,NA
Pseudomonas marginalis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,65,142
Pseudomonas syringae,45,5,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Pseudomonas amygdali,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. KU26590,7,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Pseudomonas sp. Ost2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. SL4(2022),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Pseudomonas sp. HN11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. 2hn,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. gcc21,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. RC10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. DTU12.3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Pseudomonas oryzihabitans,3,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA
Pseudomonas putida,6,40,NA,7,2,NA,46,2,119,13,7,2
Pseudomonas mendocina,7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Pseudomonas alcaligenes,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas solani,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas oryzae,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas chlororaphis,1,6,NA,2,NA,1,NA,NA,NA,NA,2,1
Pseudomonas laurentiana,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudomonas palleroniana,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas siliginis,2,2,NA,NA,NA,NA,NA,NA,NA,NA,355,NA
Pseudomonas abieticivorans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
Pseudomonas phytophila,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Stutzerimonas stutzeri,185,24,NA,3,1,5,NA,NA,1,NA,NA,2
Azotobacter chroococcum,1,5,NA,2,1,NA,NA,1,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,15,12,NA,NA,NA,2,NA,NA,NA,1,NA,NA
uncultured Pseudohongiella sp.,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Acinetobacter haemolyticus,114,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,93,16,NA,3,NA,NA,NA,6,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. Z1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter pittii,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter venetianus,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter ursingii,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,18,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA
Moraxella osloensis,21,27,10,42,NA,3,NA,4,NA,31,1,4
Aquirhabdus parva,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Psychrobacter sp. van23A,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Chromohalobacter canadensis,132,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salinicola sp. JS01,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halomonas salifodinae,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halomonas huangheensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Vreelandella profundi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vreelandella subglaciescola,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Billgrantia tianxiuensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,26,5,NA,NA,44,8,NA,NA,NA,2,9,NA
Marinomonas sp. THO17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
